-139,-16,Y+4TztWefJSIIXNzxRRL1B+8Y1w=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-137,-13,Y+4TztWefJSIIXNzxRRL1B+8Y1w=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-129,-14,Y+4TztWefJSIIXNzxRRL1B+8Y1w=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-130,-15,Y+4TztWefJSIIXNzxRRL1B+8Y1w=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-135,-13,zTj1mS97f9RRovVe+6922sZFk6k=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-138,-13,zTj1mS97f9RRovVe+6922sZFk6k=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-130,-16,zTj1mS97f9RRovVe+6922sZFk6k=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-144,-13,zTj1mS97f9RRovVe+6922sZFk6k=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-139,-14,zTj1mS97f9RRovVe+6922sZFk6k=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-139,-13,zTj1mS97f9RRovVe+6922sZFk6k=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-141,-16,zTj1mS97f9RRovVe+6922sZFk6k=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-140,-14,zTj1mS97f9RRovVe+6922sZFk6k=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-134,-13,MEOBDkS6mMpRRQ0jtlsYv08R4Ws=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-142,-16,MEOBDkS6mMpRRQ0jtlsYv08R4Ws=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-141,-14,MEOBDkS6mMpRRQ0jtlsYv08R4Ws=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-129,-16,/IHGo4tUyRT+YPrgSjsscu3ReN8=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-136,-13,/IHGo4tUyRT+YPrgSjsscu3ReN8=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-144,-16,/IHGo4tUyRT+YPrgSjsscu3ReN8=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-143,-4,/IHGo4tUyRT+YPrgSjsscu3ReN8=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-144,-15,/IHGo4tUyRT+YPrgSjsscu3ReN8=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-143,-15,/IHGo4tUyRT+YPrgSjsscu3ReN8=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-142,-4,/IHGo4tUyRT+YPrgSjsscu3ReN8=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-141,-4,/IHGo4tUyRT+YPrgSjsscu3ReN8=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-140,-4,/IHGo4tUyRT+YPrgSjsscu3ReN8=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-139,-4,/IHGo4tUyRT+YPrgSjsscu3ReN8=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-138,-4,/IHGo4tUyRT+YPrgSjsscu3ReN8=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-137,-4,/IHGo4tUyRT+YPrgSjsscu3ReN8=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-136,-4,/IHGo4tUyRT+YPrgSjsscu3ReN8=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-135,-4,/IHGo4tUyRT+YPrgSjsscu3ReN8=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-134,-4,/IHGo4tUyRT+YPrgSjsscu3ReN8=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-133,-4,/IHGo4tUyRT+YPrgSjsscu3ReN8=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-132,-4,/IHGo4tUyRT+YPrgSjsscu3ReN8=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-131,-4,/IHGo4tUyRT+YPrgSjsscu3ReN8=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-130,-4,/IHGo4tUyRT+YPrgSjsscu3ReN8=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-129,-4,/IHGo4tUyRT+YPrgSjsscu3ReN8=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-144,-3,/IHGo4tUyRT+YPrgSjsscu3ReN8=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-143,-3,/IHGo4tUyRT+YPrgSjsscu3ReN8=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-133,-13,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-138,-14,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-142,-3,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-143,-13,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-142,-15,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-141,-3,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-140,-3,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-139,-3,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-138,-3,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-137,-3,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-136,-3,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-135,-3,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-134,-3,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-133,-3,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-132,-3,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-131,-3,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-130,-3,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-129,-3,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-144,-2,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-143,-2,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-142,-2,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-144,-12,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-142,-13,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-141,-15,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-141,-2,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-140,-2,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-139,-2,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-138,-2,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
-143,-12,kqG8Eo1sdPHY8MC0b1FtTU4qJKU=,epZ9LXATtSPLneN/tSp4mGD1QiA=
